date,price,listing_id
2023-11-16,19.99,183
2023-11-17,19.99,183
2023-11-18,19.99,183
2023-11-19,19.99,183
2023-11-20,19.99,183
2023-11-21,19.99,183
2023-11-22,19.99,183
2023-11-23,19.99,183
2023-11-26,19.99,183
2023-11-27,19.99,183
2023-11-28,19.99,183
2023-11-29,19.99,183
2023-11-30,19.99,183
2023-12-01,19.99,183
2023-12-02,19.99,183
2023-12-03,19.99,183
2023-12-04,19.99,183
2023-12-05,19.99,183
2023-12-06,19.99,183
2023-12-07,19.99,183
