date,price,listing_id
2023-11-16,16.39,2
2023-11-17,16.39,2
2023-11-18,16.39,2
2023-11-19,16.39,2
2023-11-20,16.39,2
2023-11-21,16.39,2
2023-11-22,16.39,2
2023-11-23,16.39,2
2023-11-26,16.39,2
2023-11-27,16.39,2
2023-11-28,16.39,2
2023-11-29,16.39,2
2023-11-30,16.39,2
2023-12-01,16.39,2
2023-12-02,16.39,2
2023-12-03,16.39,2
2023-12-04,16.39,2
2023-12-05,16.39,2
2023-12-06,16.39,2
2023-12-07,16.39,2
