date,price,listing_id
2023-11-16,14.79,185
2023-11-17,14.79,185
2023-11-18,14.79,185
2023-11-19,14.95,185
2023-11-20,14.67,185
2023-11-21,14.97,185
2023-11-22,14.62,185
2023-11-23,14.97,185
2023-11-26,16.91,185
2023-11-27,24.99,185
2023-11-28,24.99,185
2023-11-29,24.99,185
2023-11-30,14.24,185
2023-12-01,16.91,185
2023-12-02,16.06,185
2023-12-03,13.67,185
2023-12-04,13.67,185
2023-12-05,13.67,185
2023-12-06,14.97,185
2023-12-07,14.97,185
