date,price,listing_id
2023-11-16,14.95,184
2023-11-17,14.95,184
2023-11-18,14.95,184
2023-11-19,14.97,184
2023-11-20,14.97,184
2023-11-21,14.97,184
2023-11-22,14.97,184
2023-11-23,14.97,184
2023-11-26,14.97,184
2023-11-27,14.97,184
2023-11-28,14.97,184
2023-11-29,14.97,184
2023-11-30,14.97,184
2023-12-01,14.97,184
2023-12-02,14.97,184
2023-12-03,14.97,184
2023-12-04,14.97,184
2023-12-05,14.97,184
2023-12-06,14.97,184
2023-12-07,14.97,184
